ID,Name,Age,Gender,Department,Salary,Joining Date,Performance Score,Experience,Status,Location,Session
604,Thomas Martinez,50,Male,HR,7767,2021-03-24,1.0,3,Inactive,New York,Morning
605,Erin Phillips,65,Female,Sales,8054,2022-01-04,2.0,9,Active,New York,Night
606,Stephanie Lopez,36,Female,IT,5765,2023-08-31,1.0,17,Inactive,New York,Night
607,Christopher Knapp,54,Male,HR,5240,2016-07-13,,12,Inactive,New York,Evening
608,Shelly Russo,48,Female,Sales,3845,2015-09-14,4.0,13,Active,Chicago,Night
609,Kimberly Galvan,55,Male,HR,8646,2018-03-24,2.0,14,Inactive,New York,Night
610,Renee Burnett,62,Male,Sales,4160,2021-08-25,3.0,12,Active,Chicago,Night
611,Kerry Simon,50,Male,Sales,6272,2018-01-19,,1,Active,New York,Night
612,Alfred Barr,31,Female,Sales,4654,2020-05-01,,7,Inactive,Chicago,Morning
613,Kelsey Hines,64,Other,IT,9282,2016-10-06,,20,Active,New York,Evening
614,Elizabeth Dudley,64,Other,HR,5152,2019-05-05,,15,Active,New York,Night
615,Kimberly Dunlap,53,Male,HR,4213,2018-06-21,,1,Active,Los Angeles,Morning
616,David Pena,59,Male,IT,3105,2017-07-09,3.0,9,Active,Los Angeles,Night
617,Sarah Castro,19,Other,IT,6934,2019-10-20,4.0,8,Inactive,Los Angeles,Evening
618,Tiffany Richardson,36,Other,IT,9775,2018-11-24,4.0,5,Active,Los Angeles,Night
619,Terry Burch,63,Male,IT,5417,2019-12-05,2.0,11,Active,Los Angeles,Evening
620,Jason Davis,31,Female,IT,6675,2017-10-21,,9,Active,New York,Night
621,Henry Bennett,51,Other,Sales,5740,2023-09-29,,17,Active,Los Angeles,Evening
622,John Rodriguez,42,Female,IT,4781,2023-01-20,,4,Inactive,Los Angeles,Night
623,Joseph Smith,26,Male,Sales,8377,2022-06-23,2.0,7,Active,Chicago,Morning
624,Anthony Miller,64,Other,Sales,8635,2020-06-09,,20,Inactive,New York,Evening
625,Jennifer Clark,64,Male,IT,4232,2023-05-21,2.0,10,Active,New York,Night
626,Douglas Martin,23,Female,HR,7218,2017-01-17,1.0,19,Inactive,New York,Night
627,Brenda Carter,36,Male,IT,9295,2020-03-04,,7,Inactive,Chicago,Evening
628,Terri Foster,20,Male,HR,6165,2017-12-22,,9,Active,New York,Morning
629,Brenda Lang,23,Male,HR,3790,2024-08-01,2.0,13,Active,New York,Morning
630,Patricia Scott,52,Other,Sales,9364,2019-11-05,,5,Active,New York,Evening
631,Melissa Vega,21,Female,Sales,5970,2016-11-09,,6,Active,Los Angeles,Evening
632,Taylor Thompson,23,Other,HR,7974,2018-07-26,,14,Inactive,New York,Morning
633,Tina Welch,21,Other,HR,7343,2019-02-01,,7,Inactive,Los Angeles,Morning
634,Heather Arias,21,Female,Sales,3913,2017-11-23,,9,Active,New York,Evening
635,Ralph Newman,65,Other,IT,4565,2022-04-10,3.0,2,Active,New York,Night
636,Stacy Bell,37,Female,Sales,3622,2017-02-10,,15,Active,Los Angeles,Evening
637,Tyler Miller,54,Female,IT,5589,2021-08-18,,10,Inactive,Los Angeles,Evening
638,Valerie Lee,51,Other,HR,2218,2023-02-10,,5,Inactive,Chicago,Evening
639,Jimmy Wade,19,Male,Sales,2277,2019-10-21,1.0,4,Active,Los Angeles,Night
640,Carlos Mcmillan,24,Other,IT,8973,2016-03-18,,4,Inactive,Los Angeles,Morning
641,Laurie Mata,51,Other,HR,3779,2021-11-27,5.0,20,Inactive,Chicago,Night
642,Brianna Phelps,37,Male,Sales,6354,2021-12-03,,9,Active,Los Angeles,Night
643,Heather Henry,45,Female,IT,7756,2018-07-05,3.0,5,Inactive,Los Angeles,Night
644,Rebecca Avery,40,Female,HR,6918,2019-02-03,5.0,1,Active,Los Angeles,Night
645,Anthony Blankenship,33,Other,IT,9323,2017-10-16,,10,Active,Chicago,Morning
646,Alice Martin,37,Male,HR,2899,2021-02-10,2.0,4,Inactive,Chicago,Night
647,Phillip Nelson,28,Other,Sales,8643,2019-04-23,1.0,11,Active,Chicago,Morning
648,Emily Martin,58,Male,Sales,4038,2020-09-06,3.0,13,Active,Los Angeles,Evening
649,Monica Blake,19,Other,Sales,8687,2016-11-19,,9,Active,New York,Morning
650,Rebecca Carter,36,Female,IT,6907,2015-04-28,,6,Inactive,Chicago,Morning
651,Jason Warren,57,Female,HR,2850,2019-10-24,,1,Active,Los Angeles,Evening
652,Julian Maxwell,47,Female,IT,3343,2022-01-26,,1,Inactive,Los Angeles,Night
653,Mrs. Kimberly Day MD,61,Male,HR,5508,2016-04-06,5.0,5,Active,Los Angeles,Night
654,Rachel Roman,19,Male,Sales,3896,2023-09-21,3.0,12,Inactive,Los Angeles,Night
655,Elizabeth Johnston,59,Other,HR,5042,2018-04-18,2.0,13,Inactive,Chicago,Night
656,Sabrina Norris,55,Female,Sales,8505,2022-12-23,,9,Inactive,New York,Morning
657,Brandi Harvey,40,Other,HR,4393,2020-12-21,,7,Active,Chicago,Night
658,Hayden Parsons,28,Other,Sales,3453,2017-05-01,,13,Inactive,Chicago,Night
659,Gregory Marshall,20,Male,HR,3500,2020-08-11,,20,Active,New York,Morning
660,Eric Bailey,65,Female,HR,5816,2021-06-24,4.0,9,Active,Chicago,Evening
661,Dawn Coleman,48,Female,HR,8150,2017-03-30,,3,Active,New York,Night
662,Alex Jones,47,Male,Sales,7270,2022-12-11,1.0,3,Inactive,Chicago,Night
663,Bobby Tanner,28,Other,HR,6861,2023-02-10,1.0,12,Inactive,Chicago,Night
664,Jeffrey Stephens,51,Other,IT,6903,2020-06-10,,9,Active,Chicago,Night
665,Brenda Mendoza,43,Female,Sales,9053,2024-02-20,1.0,9,Active,New York,Evening
666,John Adkins,43,Other,Sales,6853,2017-08-28,,10,Inactive,New York,Night
667,James Diaz,23,Female,IT,4156,2015-11-05,,17,Inactive,New York,Evening
668,Leslie Velez,29,Male,IT,8335,2020-01-02,,17,Inactive,Chicago,Morning
669,Michael Lee,23,Male,Sales,8898,2020-04-09,1.0,15,Active,New York,Night
670,Lindsey Davis,31,Female,Sales,6174,2015-07-05,,3,Inactive,New York,Evening
671,Sara Brewer,62,Other,HR,7445,2017-05-04,2.0,19,Inactive,Chicago,Morning
672,Seth Brown,28,Other,IT,3478,2020-05-03,3.0,16,Inactive,Los Angeles,Night
673,Stanley White,35,Female,IT,4196,2022-11-05,5.0,6,Inactive,New York,Morning
674,Mrs. Theresa Wilson,20,Female,Sales,2372,2018-10-13,4.0,8,Active,Chicago,Morning
675,John Freeman,60,Male,HR,3436,2021-10-22,1.0,10,Active,Los Angeles,Night
676,Charles Nichols,59,Other,Sales,8057,2020-08-27,,6,Active,New York,Evening
677,Cory Roth,40,Other,IT,5765,2016-09-16,,18,Inactive,New York,Evening
678,Michelle Durham,35,Male,HR,5900,2015-04-25,,12,Active,Chicago,Evening
679,Manuel Lewis,42,Female,IT,8696,2023-12-09,,11,Inactive,New York,Morning
680,Jeremy Garcia,58,Female,HR,2477,2024-10-08,,4,Active,New York,Morning
681,Christy Jordan,19,Female,IT,6725,2022-10-25,3.0,6,Active,Chicago,Morning
682,Colleen Jones,29,Other,Sales,7514,2022-07-26,1.0,8,Inactive,New York,Night
683,Zachary Brown,21,Other,Sales,4750,2020-03-10,2.0,8,Inactive,New York,Morning
684,Jill Stanton,48,Male,HR,5309,2023-03-29,1.0,5,Active,New York,Morning
685,Kristen Jackson,50,Female,IT,9782,2015-04-20,,9,Inactive,Chicago,Night
686,Jillian Ramos,27,Other,HR,6589,2016-10-16,,3,Inactive,New York,Evening
687,Angel Henry,20,Male,Sales,4483,2016-07-29,2.0,19,Active,New York,Night
688,Brandon Martin,20,Female,IT,9044,2021-10-08,,7,Active,Los Angeles,Morning
689,Natalie Byrd,29,Male,HR,3504,2016-07-05,,10,Active,Chicago,Evening
690,Samuel Rivera,35,Female,HR,5531,2017-01-13,,7,Active,Chicago,Morning
691,Dr. Danny Mccann,60,Other,IT,4255,2021-09-12,,17,Active,New York,Evening
692,Jim Scott,47,Male,Sales,2145,2021-08-23,,10,Active,Chicago,Night
693,Molly Harris,63,Male,IT,7897,2024-08-20,,20,Active,New York,Evening
694,Edward Smith,61,Other,IT,3742,2017-08-17,,16,Active,New York,Evening
695,Jessica Lopez,50,Female,HR,4721,2024-11-08,5.0,16,Active,Los Angeles,Evening
696,Cynthia Melton,62,Other,HR,2873,2019-09-18,3.0,1,Inactive,Chicago,Morning
697,John Smith,61,Female,IT,3398,2019-10-15,,4,Inactive,Chicago,Night
698,Carl Armstrong,22,Male,IT,4927,2016-05-13,5.0,20,Active,Los Angeles,Evening
699,Ashley Garcia,48,Other,Sales,2106,2020-02-28,2.0,3,Active,Chicago,Night
700,David Pierce,39,Female,IT,7614,2021-03-22,,10,Active,New York,Evening
701,Jerry Thompson,44,Female,IT,8634,2021-02-28,,3,Inactive,New York,Evening
702,Lisa Ramirez,43,Female,IT,4925,2016-05-25,,3,Active,New York,Evening
703,Rhonda Salinas,53,Male,HR,5273,2021-07-27,1.0,4,Inactive,New York,Night
704,Cheryl Chambers,42,Other,IT,9621,2018-11-18,2.0,16,Active,Los Angeles,Night
705,Mr. Micheal Henry,39,Male,IT,7371,2017-02-02,1.0,4,Inactive,Chicago,Night
706,Raymond Nelson,28,Female,Sales,7873,2022-09-10,3.0,2,Active,Chicago,Night
707,Angela Roberts,42,Male,IT,9871,2018-07-09,,5,Inactive,Los Angeles,Morning
708,Megan Lamb,51,Female,Sales,4164,2020-09-11,3.0,8,Inactive,New York,Morning
709,Brian Owens,23,Male,HR,5648,2020-07-05,,19,Active,New York,Morning
710,Jacob Woods,54,Female,IT,9592,2020-06-03,,1,Active,New York,Night
711,Ellen Barker,57,Female,IT,2096,2016-10-02,5.0,1,Inactive,New York,Night
712,Dana Garcia,40,Female,IT,4386,2024-04-22,1.0,19,Inactive,Chicago,Night
713,Howard Key,47,Male,HR,7123,2019-04-04,,11,Active,New York,Night
714,Melissa Wallace,41,Female,IT,3591,2015-09-22,2.0,18,Inactive,Los Angeles,Morning
715,Monique Davis,22,Female,IT,5449,2016-03-10,3.0,2,Inactive,Los Angeles,Evening
716,Mary Martinez,26,Other,Sales,4664,2023-12-15,,16,Inactive,Chicago,Evening
717,Jeff Johnson,20,Other,IT,7345,2014-12-11,,11,Inactive,New York,Morning
718,Douglas Ramirez,45,Male,Sales,7615,2021-04-27,,7,Inactive,Chicago,Evening
719,Amy Miller,27,Other,HR,6899,2017-09-04,5.0,3,Inactive,New York,Morning
720,Patrick Evans,60,Other,IT,5107,2017-11-27,5.0,4,Active,Chicago,Night
721,Shannon Jackson,49,Female,IT,5126,2015-07-24,4.0,13,Inactive,Los Angeles,Morning
722,Kelly Rios,60,Other,IT,2131,2015-06-17,4.0,19,Active,New York,Evening
723,Jill Buchanan,57,Male,HR,6974,2024-08-13,4.0,6,Active,Los Angeles,Evening
724,Keith Johnson,49,Male,IT,7298,2020-09-21,,18,Inactive,Los Angeles,Evening
725,Gregory Smith,36,Female,IT,4936,2022-04-13,,12,Active,Chicago,Evening
726,Joseph Klein,64,Other,Sales,2962,2019-04-16,,17,Inactive,Los Angeles,Night
727,David Gregory,36,Male,Sales,2321,2023-12-11,,1,Active,Chicago,Evening
728,Tammy Dixon,60,Male,HR,5312,2021-09-29,,8,Active,Los Angeles,Night
729,Linda Hawkins,60,Other,HR,4524,2015-06-05,3.0,3,Inactive,New York,Morning
730,Deborah Sanchez,65,Female,IT,9136,2020-07-05,,3,Inactive,Chicago,Morning
731,Melissa Carey,40,Female,IT,6352,2020-06-03,2.0,4,Active,Los Angeles,Morning
732,Corey Johnson,36,Male,HR,7378,2016-10-26,,2,Active,Chicago,Morning
733,Jay Evans,21,Male,HR,8147,2022-03-29,5.0,2,Inactive,Chicago,Morning
734,Kevin Green,44,Male,HR,5551,2021-09-13,3.0,17,Active,Chicago,Night
735,Rebecca Padilla,44,Female,Sales,2683,2018-09-30,3.0,3,Active,Los Angeles,Morning
736,Dave Romero,25,Male,IT,9392,2024-04-20,,17,Inactive,New York,Morning
737,David Mills,24,Female,HR,2727,2020-12-07,,1,Inactive,Chicago,Night
738,William Alexander,25,Female,Sales,2797,2021-03-26,2.0,17,Inactive,New York,Night
739,Mr. John Hill II,36,Female,Sales,2709,2021-09-07,,9,Inactive,Los Angeles,Night
740,John Foster,44,Other,IT,3062,2021-01-28,1.0,3,Active,New York,Night
741,Christy Berry,41,Female,Sales,8189,2016-10-12,,3,Active,Chicago,Morning
742,Jason Ortiz,25,Female,IT,3647,2020-10-18,2.0,19,Inactive,New York,Evening
743,Timothy Guzman,41,Female,Sales,9409,2023-09-17,,16,Inactive,New York,Morning
744,Manuel Ramirez,34,Female,Sales,2786,2017-07-27,1.0,6,Active,Los Angeles,Evening
745,Erik Rodriguez,51,Other,HR,2892,2016-10-06,,8,Active,Los Angeles,Night
746,Jo Richards,51,Male,Sales,8009,2020-12-14,,15,Inactive,Chicago,Night
747,Veronica Bennett,51,Other,IT,5497,2021-12-26,5.0,13,Inactive,Los Angeles,Morning
748,Zoe Camacho,58,Male,Sales,2451,2020-11-22,4.0,2,Active,New York,Night
749,Jennifer Cruz,54,Other,HR,9098,2022-09-05,,4,Inactive,Chicago,Morning
750,William Garza,36,Male,IT,2162,2019-05-22,,7,Active,New York,Morning
751,Matthew Anderson,45,Male,IT,2532,2021-05-25,3.0,7,Active,New York,Night
752,David Powell IV,40,Other,IT,8831,2021-01-27,5.0,8,Active,New York,Morning
753,Lynn Franco,53,Other,IT,8632,2020-12-27,,15,Inactive,Chicago,Morning
754,Kelly Sutton,28,Female,IT,9146,2022-10-16,5.0,13,Active,Chicago,Evening
755,Sheri Cortez,39,Male,HR,8348,2023-06-11,,19,Active,Chicago,Morning
756,Stanley Baker,28,Other,Sales,5009,2017-08-14,2.0,1,Active,Chicago,Evening
757,James James,38,Male,Sales,9666,2016-04-14,,15,Active,Los Angeles,Morning
758,Mr. Harry Allen,34,Other,Sales,3395,2015-05-31,3.0,4,Active,Los Angeles,Morning
759,Matthew Roberts,53,Male,Sales,9917,2017-07-07,1.0,16,Active,Los Angeles,Evening
760,Gary Lee,32,Other,IT,9626,2020-04-25,,16,Active,Los Angeles,Night
761,Taylor Dean,34,Female,Sales,4424,2021-08-22,5.0,19,Inactive,New York,Night
762,Madeline Contreras,19,Other,HR,9825,2018-11-16,4.0,5,Inactive,Los Angeles,Morning
763,Terri Ross,51,Female,IT,9654,2022-04-15,1.0,11,Active,Los Angeles,Night
764,Darrell Wall,30,Male,IT,6212,2021-05-05,4.0,15,Inactive,Chicago,Night
765,Roberta Haas,48,Male,HR,3927,2019-07-13,5.0,20,Inactive,Chicago,Evening
766,Steve Smith,42,Female,Sales,3414,2023-02-13,2.0,20,Inactive,Chicago,Evening
767,William Davis,62,Other,IT,4483,2021-06-01,,8,Active,Los Angeles,Morning
768,Paige Hayes,27,Female,Sales,6086,2016-06-05,2.0,1,Active,Chicago,Night
769,Julie Baird,26,Other,HR,6745,2024-10-10,,16,Active,Los Angeles,Evening
770,Isaac Shannon,19,Other,HR,6166,2020-10-12,,10,Active,New York,Night
771,Daniel Lee,64,Female,Sales,7841,2017-08-29,3.0,14,Active,Chicago,Night
772,Willie Miller,39,Female,Sales,4949,2022-08-27,5.0,7,Inactive,New York,Evening
773,Bryan Brown,45,Other,IT,8462,2019-03-12,3.0,2,Active,Los Angeles,Evening
774,Penny Jennings,30,Other,IT,9314,2016-11-08,,4,Active,Los Angeles,Morning
775,Christopher Swanson,62,Female,Sales,5349,2020-12-12,2.0,8,Inactive,Los Angeles,Evening
776,Emily Price,53,Male,HR,7659,2020-09-02,3.0,16,Active,Los Angeles,Evening
777,Rebecca Gonzalez,61,Male,Sales,7765,2018-03-22,2.0,16,Inactive,Los Angeles,Night
778,Danielle Garza,58,Other,IT,3703,2016-04-11,2.0,6,Inactive,Chicago,Night
779,David Nelson,39,Other,Sales,9653,2021-08-08,,19,Inactive,New York,Morning
780,Brian Phillips,37,Other,HR,2511,2022-07-02,,5,Inactive,Chicago,Morning
781,Anita Jones,44,Male,IT,6141,2017-05-15,3.0,1,Active,Los Angeles,Evening
782,Sheila Moore,18,Male,HR,2973,2019-05-29,,4,Active,Chicago,Morning
783,Alex Thompson,54,Female,HR,6145,2019-02-03,3.0,7,Inactive,New York,Evening
784,Danielle Gomez,46,Male,IT,5031,2018-06-16,,7,Active,New York,Morning
785,Alyssa Harris,49,Male,HR,4679,2022-11-27,,15,Active,Chicago,Morning
786,Steve Morton,20,Other,Sales,3265,2022-12-16,5.0,7,Active,Los Angeles,Evening
787,John Smith,19,Female,HR,4666,2016-06-01,,16,Inactive,Chicago,Evening
788,David Williams,33,Female,Sales,2078,2021-09-22,3.0,15,Inactive,New York,Night
789,Lauren Williams,27,Other,Sales,3153,2020-12-04,2.0,5,Active,New York,Morning
790,Carrie Butler,65,Male,Sales,3369,2016-03-09,,12,Inactive,Chicago,Evening
791,Matthew Hernandez,59,Other,IT,9265,2021-04-17,1.0,3,Active,Los Angeles,Evening
792,Lauren Richardson,35,Other,Sales,3717,2016-07-16,4.0,4,Inactive,Chicago,Evening
793,Olivia Butler,28,Female,IT,9518,2024-10-05,,9,Active,Los Angeles,Night
794,Carrie Clark,30,Female,HR,2912,2018-12-21,,11,Active,New York,Morning
795,Elizabeth Wolf,63,Female,Sales,5419,2016-08-17,,7,Inactive,New York,Night
796,Joanne Griffin,37,Male,IT,5423,2015-09-27,,18,Inactive,Chicago,Morning
797,Jacob Shannon,35,Other,Sales,9926,2016-09-04,,7,Active,Chicago,Night
798,Melanie Casey,44,Other,HR,4713,2017-10-09,5.0,2,Active,New York,Morning
799,Lori Gray,49,Female,IT,5690,2016-02-09,,20,Active,New York,Morning
800,Ann Mcdonald,52,Female,HR,7496,2019-05-27,3.0,6,Active,Los Angeles,Night
801,Jesse Wilson,22,Female,HR,8220,2023-02-24,,12,Inactive,New York,Evening
802,Cynthia Vasquez,52,Male,Sales,4721,2024-01-08,3.0,7,Active,Chicago,Night
803,Lawrence Smith,27,Male,HR,6247,2024-03-20,2.0,9,Active,Los Angeles,Morning
804,Jacob Aguilar,23,Male,IT,2372,2020-06-01,,1,Inactive,Chicago,Morning
805,Gerald Sharp,53,Other,HR,8136,2016-02-25,,6,Inactive,Chicago,Morning
806,Terri Richards,35,Female,Sales,5940,2023-12-17,,5,Inactive,Chicago,Evening
807,Elizabeth Vega,61,Female,HR,8381,2021-12-17,1.0,8,Inactive,New York,Night
808,Jeremy Cooper,58,Female,HR,3241,2023-09-16,2.0,6,Active,Chicago,Evening
809,Matthew Bonilla,44,Male,IT,9092,2018-06-11,2.0,20,Active,Chicago,Morning
810,Eric Montgomery,60,Female,HR,3710,2023-07-12,,19,Active,Los Angeles,Evening
811,Susan Gonzalez,62,Male,IT,7862,2018-10-20,,3,Inactive,New York,Evening
812,Jesse Miller,52,Male,HR,9993,2020-11-27,,12,Active,Chicago,Evening
813,Mr. Dustin Cross,65,Female,HR,4716,2017-02-23,5.0,17,Active,Los Angeles,Evening
814,Dr. Pamela Key,27,Female,Sales,7359,2018-09-06,,7,Active,New York,Night
815,Jennifer Ward,31,Female,IT,3565,2021-11-30,5.0,4,Active,New York,Night
816,Philip Henderson,31,Other,HR,6825,2023-06-04,2.0,12,Active,New York,Morning
817,Rachael Benson,64,Female,HR,5547,2023-03-28,,7,Inactive,New York,Night
818,Donald Warner,18,Female,HR,5520,2015-10-09,3.0,12,Inactive,Chicago,Night
819,Wayne Schneider,43,Other,Sales,5163,2022-11-30,,7,Inactive,Chicago,Morning
820,Amber Ward,54,Female,Sales,7880,2024-09-19,3.0,6,Active,New York,Night
821,Karen Washington,31,Male,Sales,8949,2018-10-21,,5,Inactive,New York,Morning
822,Shawn Wells,26,Other,HR,6872,2017-08-30,,15,Active,Chicago,Night
823,Michelle Jackson,52,Female,IT,5262,2017-09-16,,9,Inactive,Chicago,Morning
824,Jesse Mendoza,52,Other,IT,7966,2022-11-01,1.0,13,Inactive,New York,Night
825,Tracy Powers,65,Female,IT,3535,2020-05-08,,19,Active,New York,Morning
826,Sarah Sanders,54,Other,IT,9279,2021-03-24,,18,Inactive,New York,Morning
827,Maria Franklin,60,Male,IT,4635,2023-10-16,5.0,9,Inactive,New York,Night
828,Melanie Andersen,20,Other,IT,3716,2023-01-07,3.0,11,Inactive,Chicago,Night
829,Michael Snyder,55,Other,Sales,7497,2024-02-03,1.0,20,Inactive,New York,Morning
830,Kimberly Morris,50,Female,Sales,7236,2024-02-17,,12,Inactive,New York,Morning
831,Daniel Williamson,25,Male,IT,3612,2021-10-19,,15,Inactive,New York,Evening
832,Jared Webb,18,Male,IT,7530,2016-06-22,2.0,1,Inactive,New York,Morning
833,Susan Davis,54,Female,Sales,4232,2015-07-03,5.0,3,Active,Chicago,Morning
834,Michelle Wolfe,63,Male,Sales,6576,2016-01-08,,11,Active,Los Angeles,Evening
835,Keith Smith,53,Other,HR,4215,2022-11-19,1.0,9,Active,Los Angeles,Morning
836,Jonathan Rivera,47,Female,HR,4906,2019-06-08,2.0,8,Inactive,Chicago,Night
837,Bryan Walsh,42,Female,IT,7551,2018-04-11,5.0,10,Inactive,Chicago,Night
838,William Best,36,Other,HR,7188,2023-04-06,,18,Inactive,Chicago,Evening
839,Anne Estes,59,Female,Sales,2801,2015-04-07,2.0,9,Inactive,Los Angeles,Evening
840,Jeffrey Morton,22,Female,HR,7904,2024-01-30,2.0,10,Inactive,Chicago,Night
841,Jacqueline Evans,60,Other,HR,8240,2017-11-27,4.0,13,Inactive,New York,Night
842,Tammy Smith,30,Female,Sales,2087,2015-01-09,5.0,6,Inactive,Los Angeles,Morning
843,Sara King,36,Female,Sales,8775,2021-05-31,,3,Inactive,Los Angeles,Evening
844,Robert Goodman,21,Other,IT,9051,2021-03-26,5.0,20,Inactive,New York,Evening
845,Gerald Cooke,33,Other,Sales,9693,2017-08-29,,17,Inactive,New York,Morning
846,Natasha Harris,36,Male,HR,4316,2021-02-16,,17,Active,Chicago,Evening
847,Darryl Nolan,35,Male,HR,7435,2018-12-20,,19,Inactive,Chicago,Morning
848,Edward Wilkerson,55,Other,Sales,4560,2023-01-14,,20,Inactive,Chicago,Morning
849,Frank Gomez,55,Female,Sales,6659,2021-06-07,2.0,18,Inactive,Chicago,Night
850,Dr. Shawn Miranda,26,Male,HR,8255,2017-08-20,,2,Active,New York,Evening
851,Geoffrey Roberts,59,Other,IT,5937,2023-10-15,4.0,11,Inactive,Chicago,Night
852,Elizabeth Kramer,61,Other,Sales,7347,2017-10-23,5.0,8,Active,New York,Night
853,Robert Williams,60,Male,IT,6762,2017-07-22,3.0,2,Inactive,New York,Evening
854,Mr. Ryan Beck,61,Male,IT,5369,2024-03-21,1.0,7,Active,Los Angeles,Night
855,Amy Heath,54,Male,Sales,6897,2021-01-02,2.0,20,Active,Los Angeles,Evening
856,Zachary Cox,24,Other,IT,2499,2018-08-19,,8,Active,New York,Night
857,Nicholas Guerra,23,Male,HR,7314,2016-01-04,,17,Active,Los Angeles,Morning
858,Sarah Fletcher,41,Male,HR,9285,2023-04-11,3.0,19,Active,New York,Evening
859,Katelyn Jacobson,41,Other,Sales,7503,2018-08-30,,6,Active,New York,Morning
860,Jenna Marquez,28,Female,IT,8971,2016-03-21,,17,Inactive,New York,Night
861,Jennifer Smith,23,Other,HR,7176,2015-03-13,4.0,6,Active,Los Angeles,Evening
862,Daniel Duke,45,Male,HR,4808,2019-12-13,2.0,10,Active,Los Angeles,Evening
863,Dana Payne,28,Male,HR,8191,2022-02-10,,2,Active,New York,Morning
864,Miss Jessica Jones,39,Male,HR,2947,2021-10-04,,10,Inactive,Los Angeles,Evening
865,Jessica Garcia,47,Male,Sales,8619,2024-08-23,2.0,13,Active,Los Angeles,Night
866,Rachel Jones,19,Female,HR,5015,2021-07-26,5.0,8,Inactive,Los Angeles,Evening
867,Brent Mendoza,22,Male,Sales,5700,2021-09-15,5.0,16,Active,Chicago,Night
868,Daniel Malone,55,Female,Sales,3695,2016-06-08,1.0,6,Active,Chicago,Night
869,Nicholas Rodriguez,50,Other,Sales,4694,2021-05-25,5.0,10,Inactive,Chicago,Evening
870,Jerry Lopez,26,Male,Sales,2387,2019-05-20,,11,Inactive,Chicago,Morning
871,Nicole Cook,41,Female,HR,8495,2022-09-06,1.0,19,Inactive,Los Angeles,Night
872,Anthony Ferguson,41,Male,Sales,7556,2023-02-03,,16,Active,New York,Evening
873,Kimberly Miller,52,Male,Sales,5282,2022-10-22,4.0,5,Inactive,Los Angeles,Morning
874,Jennifer Clark,25,Female,HR,7713,2017-05-18,,20,Inactive,Chicago,Evening
875,Katherine Wong,34,Other,HR,6706,2018-10-15,,13,Active,Los Angeles,Evening
876,John Becker,29,Female,IT,3452,2022-11-29,,19,Inactive,Chicago,Night
877,Nicole Smith,50,Other,HR,8274,2023-11-06,,3,Active,New York,Evening
878,Megan Castillo,18,Other,Sales,5086,2022-06-05,,4,Inactive,Chicago,Morning
879,Ashley Alvarado,54,Other,IT,2937,2018-10-03,,13,Inactive,Los Angeles,Night
880,Sarah Thomas,54,Male,IT,6185,2016-10-29,,1,Active,New York,Evening
881,Mckenzie Moore,53,Male,HR,8758,2023-07-14,,5,Active,Chicago,Morning
882,Ryan James,41,Male,Sales,7686,2015-02-16,,13,Inactive,Los Angeles,Evening
883,Jaclyn Collins,47,Male,IT,2029,2019-12-05,,17,Active,Los Angeles,Morning
884,Jay Atkinson,51,Male,HR,7315,2024-10-02,,8,Active,Chicago,Evening
885,Whitney Chambers,65,Male,Sales,8456,2016-03-26,3.0,14,Active,New York,Evening
886,Dawn Gonzales,21,Male,HR,8766,2020-06-21,,10,Inactive,Los Angeles,Night
887,Christine Hooper,43,Female,IT,8772,2021-10-13,,6,Active,New York,Morning
888,Joel Anthony,52,Female,Sales,7588,2017-05-26,1.0,9,Inactive,Chicago,Night
889,Jodi Graves,32,Other,IT,9511,2022-05-23,,3,Inactive,Los Angeles,Evening
890,Vicki Taylor,48,Female,IT,6114,2021-08-04,1.0,1,Active,Chicago,Night
891,Johnathan Donaldson,37,Female,IT,7496,2020-02-18,5.0,7,Inactive,Chicago,Evening
892,Monica Parker,60,Male,Sales,8117,2020-04-13,1.0,7,Inactive,New York,Morning
893,Chelsea Hill,31,Male,HR,4345,2024-05-03,5.0,12,Active,Los Angeles,Night
894,Lance Davis,34,Other,Sales,7651,2019-01-27,3.0,2,Inactive,Chicago,Night
895,Ruth Randall,19,Male,IT,8059,2017-07-24,4.0,3,Active,Los Angeles,Night
896,Patricia Lee,56,Female,HR,3168,2016-04-02,1.0,6,Active,New York,Morning
897,Tyrone Elliott,36,Male,HR,6289,2016-03-27,1.0,12,Inactive,Chicago,Evening
898,Laura Montgomery,56,Female,Sales,4269,2020-06-15,,13,Active,Los Angeles,Morning
899,Tiffany Jordan,44,Male,Sales,9819,2022-07-15,,13,Active,New York,Morning
900,Richard Pearson,52,Other,IT,7473,2023-04-24,2.0,10,Active,Chicago,Morning
901,John Rogers,29,Male,HR,7568,2024-01-13,5.0,17,Active,Los Angeles,Evening
902,Andrea Bond,50,Other,HR,3312,2023-06-08,,4,Inactive,Los Angeles,Evening
903,Christina Henry,39,Female,HR,6644,2018-01-03,,7,Active,Chicago,Evening
904,Leslie Mason,42,Other,Sales,9658,2019-10-31,1.0,14,Inactive,New York,Evening
905,Daniel Stanley,22,Other,HR,7388,2016-09-07,4.0,13,Inactive,Chicago,Morning
906,Bradley Parker,36,Other,Sales,2371,2023-03-16,,5,Active,Los Angeles,Evening
907,Christina Carlson,42,Female,Sales,2015,2020-05-08,1.0,14,Inactive,Chicago,Evening
908,Kimberly Burke,59,Female,Sales,5628,2016-10-08,,4,Inactive,Chicago,Evening
